broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Endothelial cell,,Endomucin,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,PECAM1,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,FLT1,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,KDR,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,CD34,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,von Willebrand factor,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,CD31,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,VWF,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,LYVE-1,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,CD144,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,CD146,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,PECAM-1,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,PTPRC,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,COL15A1,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,CLDN5,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,CLND5,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,EDNRB,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,CXCL12,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,ven,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,CDH5,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,ERG,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,CA4,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,BMX,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,DKK2,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,PROX1,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,CPE,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,LYVE1,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,Eng,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
Endothelial cell,,MCAM,Human,Lung,Lung,Normal,Normal cell,Endothelial cell
